SaleUnits,TargetUnits,AchSale ,LMSU,LMSV
377,359.9261,105,174,101951.82
15,24.3695,62,6,2122.86
42,43.8871,96,52,20785.44
3,2.1031,143,2,2280.12
3,3.1019,97,2,1887
0,0.4061,0,0,0
-1,6.0311,-17,0,0
35,65.8706,53,25,49140.75
5.5,11.8094,47,17,24994.93
35,137.4194,25,27,15639.48
586,423.4425,138,183.5,107518.09
12.5,30.4619,41,-0.5,-176.9
3.5,32.9153,11,9.5,3797.34
-1,2.5043,-40,1,1140.06
0,1.551,0,0,0
5.5,1.4213,387,0,0
0.5,5.0259,10,1,201.6
0.5,13.8675,4,0,0
16.5,16.5331,100,28.5,41903.27
94.5,147.9902,64,83.5,48366.54
456,444.6146,103,403,236129.77
100.5,73.1085,137,86,30427.66
148,109.7177,135,128,51164.16
0,0.9249,0,0,0
9,2.0679,435,6,5661
-1,1.2183,-82,14,4832.66
141,90.4662,156,182.5,36792
2,13.8675,14,4.5,8845.34
149,88.7405,168,96,141147.84
166,156.5736,106,141,81672.84
297,523.224,57,258,151169.94
71,94.1078,75,39,13798.59
303,256.5022,118,270,107924.4
22,27.7095,79,13,14820.78
40,17.1898,233,37,34909.5
423,177.2581,239,336,115983.84
30,35.8583,84,15,3024
260,166.4099,156,80,157250.4
10,21.3797,47,13,19113.77
2,48.1391,4,36,20852.64
222.5,277.9628,80,70,41015.1
60,38.4986,156,0,0
63,54.8589,115,60,23983.2
0,2.8789,0,5,5700.3
0,1.8418,0,0,0
22,18.274,120,11,3797.09
-2,11.3237,-18,0,0
111,31.2019,356,10,19656.3
40,35.1447,114,39,57341.31
73,97.2507,75,47,27224.28
359,378.7924,95,174,101951.82
95,113.7848,83,83,29366.23
174,155.6805,112,217,86739.24
14,23.3912,60,0,0
21,11.0506,190,36,33966
-3,3.6548,-82,5,1725.95
32,41.5201,77,45,9072
70,72.8043,96,24,47175.12
42,45.981,91,12,17643.48
45,86.0668,52,94,54448.56
485.5,555.9255,87,352,206247.36
8,41.0652,19,5,1769.05
88,55.6002,158,40,15988.8
1,3.5986,28,0,0
3,12.8923,23,15,14152.5
3,3.6548,82,5,1725.95
0,18.8728,0,0,0
0,27.735,0,0,0
46,64.1392,72,52,76455.08
19,25.2852,75,-1,-579.24
365.5,332.4653,110,136,79686.48
168,78.0239,215,160,56609.6
81,44.4802,182,39,15589.08
16,10.7959,148,12,13680.72
50,16.5759,302,0,0
1,99.7762,1,0,0
62,58.5056,106,63,12700.8
10,19.0678,52,1,1965.63
30,37.4877,80,22,32346.38
11,72.938,15,10,5792.4
383.5,656.7551,58,386,226168.98
2,62.2822,3,8,2830.48
151,174.2139,87,141,56360.52
0,3.5986,0,0,0
2,1.8418,109,-1,-943.5
292,62.8627,465,278,95962.82
9,22.6473,40,2,403.2
35,29.4684,119,0,0
9,19.7453,46,14,20584.06
93,125.5802,74,79,45759.96
618,401.4738,154,1063,622843.59
22,107.3295,20,110,38919.1
179,81.8435,219,154,61556.88
0,4.3184,0,1,1140.06
27,8.4786,318,20,18870
3,5.6401,53,22,7594.18
23,52.5566,44,36,7257.6
2,52.4443,4,1,1965.63
14,25.9807,54,13,19113.77
53,104.6502,51,52,30120.48
455,379.1697,120,371,217380.03
121,104.9963,115,160,56609.6
87,92.0739,94,137,54761.64
10,3.2388,309,6,6840.36
30,13.7777,218,26,24531
12,12.4083,97,16,5523.04
28,37.9097,74,0,0
19,38.3247,50,21,41278.23
6,8.3138,72,5,7351.45
26,83.7201,31,29,16797.96
290,245.3451,118,169,99022.17
0,46.665,0,0,0
48,30.6913,156,37,14789.64
20,2.4291,823,10,11400.6
4,3.1795,126,27,25474.5
0,13.5363,0,0,0
0,16.887,0,0,0
0,17.1453,0,0,0
15,15.5884,96,23,33816.67
98.7,125.5802,79,35,20273.4
279.5,401.4738,70,252.8,148123.11
15.3,65.331,23,20,7076.2
99,61.3826,161,97.3,38892.76
11,21.5918,51,21,23941.26
55,11.658,472,50,47175
47,9.0242,521,31.7,10942.52
27,41.356,65,21,4233.6
0,12.1025,0,0,0
8.6,13.5099,64,5.6,8233.62
14.2,97.6735,15,15,8688.6
86,356.8656,24,90,52733.7
4.8,34.9988,14,8.4,2972.01
160,34.1015,469,14,5596.08
3,5.6679,53,24,27361.44
-1,4.7692,-21,0,0
58.6,21.4325,273,45,15533.55
82,7.2373,1133,1.8,362.88
15,17.1453,87,0,0
25,20.7845,120,54,79395.66
99.4,160.4636,62,87,50393.88
710.4,446.082,159,270.6,158552.66
230,107.3295,214,113,39980.53
116,40.9217,283,114,45568.08
2,16.7337,12,2,2280.12
5,11.1281,45,13,12265.5
262,50.7612,516,157,54194.83
26,16.3701,159,8,1612.8
50,64.5469,77,0,0
65.76,59.3507,111,41.98,61722.78
155.19,265.2528,59,190.82,110530.58
1250.44,1140.75,110,601.15,352231.82
131.2,114.6565,114,57.48,20337
197.42,171.3402,115,193.8,77465.73
4.66,28.5667,16,2.8,3192.17
10,6.6152,151,10,9435
2.94,22.9597,13,10.58,3652.11
63.46,108.8825,58,38.88,7838.21
39,26.6524,146,18.2,35774.47
12,16.0608,75,2,2940.58
104,197.8002,53,129,74721.96
325,494.91,66,281,164646.33
29,161.6377,18,57,20167.17
227,219.6885,103,186,74347.92
6,15.4182,39,9,10260.54
9,5.0746,177,9,8491.5
4,16.3998,24,-16,-5523.04
167,149.3186,112,142,28627.2
14,25.9334,54,2,3931.26
14,39.5342,35,19,27935.51
47,92.9752,51,52,30120.48
173,336.96,51,242,141795.06
7,50.8963,14,21,7430.01
84,73.2448,115,75,29979
2,3.2089,62,2,2280.12
2,2.81,71,0,0
20,55.7592,36,74,25544.06
46,85.1526,54,70,14112
1,6.4239,16,1,1965.63
48,78.6731,61,60,88217.4
41,77.4793,53,36,20852.64
347,445.77,78,265,155271.45
8,57.0486,14,3,1061.43
51,65.7384,78,56,22384.32
9,6.9656,129,5,5700.3
8,8.9863,89,18,16983
155,150.8779,103,108,37280.52
20,31.4182,64,14,2822.4
10,9.7184,103,0,0
22.72,30.8861,74,21.91,32214.06
37.21,95.7098,39,61.69,35733.32
333.88,431.028,77,258.13,151246.11
93.2,100.1147,93,34.46,12192.29
105.39,104.4399,101,83.7,33456.57
6.67,6.5743,101,13.8,15732.83
3,8.0305,37,9,8491.5
119.53,42.6394,280,5.41,1867.48
51.37,48.6628,106,33.76,6806.02
31,26.7367,116,0.2,393.13
24.52,22.5839,109,25.11,36918.99
201.6,182.3044,111,134.49,77901.99
707.68,660.582,107,406.72,238309.45
78.6,74.9462,105,30.06,10635.52
98.19,129.948,76,97.5,38972.7
9.67,17.5313,55,14.4,16416.86
10,5.6004,179,5,4717.5
18.53,39.3594,47,7.01,2419.79
35.17,170.5355,21,38.36,7733.38
26,24.2999,107,8.6,16904.42
39,43.4197,90,38,55871.02
62,137.6552,45,74,42863.76
471,686.205,69,451,264254.43
37,76.9038,48,34,12029.54
108,68.5324,158,64,25582.08
18,11.6414,155,10,11400.6
42,19.5606,215,37,34909.5
288,177.3507,162,342,118054.98
28,57.1452,49,42,8467.2
10,12.1025,83,0,0
55,56.996,96,57,83806.53
283,287.8246,98,131,75880.44
598,602.667,99,361,211520.73
0,72.709,0,4,1415.24
8,25.0143,32,75,29979
0,2.7178,0,-1,-1140.06
59,20.136,293,24,22644
3,15.7146,19,8,2761.52
2,11.1641,18,0,0
12,28.2393,42,0,0
62,44.8466,138,38,55871.02
11,115.1298,10,141,81672.84
875,692.172,126,1186,694912.98
5,58.7265,9,-11,-3891.91
144,119.9317,120,137,54761.64
2,3.7597,53,1,1140.06
1,4.3148,23,2,1887
8,16.0353,50,9,3106.71
24,22.7236,106,21,4233.6
11,33.282,33,0,0
12,29.4357,41,33,48519.57
38,90.9359,42,49,28382.76
623,519.129,120,259,151755.87
0,39.151,0,2,707.62
59,50.0286,118,43,17187.96
0,2.2649,0,0,0
3,5.7531,52,9,8491.5
14,42.654,33,36,12426.84
14,14.652,96,23,4636.8
1,15.1282,7,1,1965.63
27,29.1503,93,15,22054.35
133,202.7286,66,86,49814.64
327,483.327,68,348,203903.64
7,32.1598,22,6,2122.86
97,79.1549,123,53,21185.16
6,24.9134,24,7,7980.42
10,7.7667,129,11,10378.5
66,68.9519,96,117,40387.23
12,28.7743,42,13,2620.8
0,12.1025,0,0,0
106,60.512,175,76.35,112256.63
93.75,80.0934,117,36.35,21055.37
689.7,852.1051,81,333.75,195554.05
140.6,132.1393,106,78.8,27880.27
224.25,186.17,120,205.65,82202.46
11.75,9.2258,127,2.75,3135.17
9.9,9.9736,99,8.7,8208.45
5.25,17.105,31,37.35,12892.84
44.25,32.7797,135,20.4,4112.64
43.8,41.6453,105,16.8,33022.59
46,44.2351,104,31,45578.99
6,31.4206,19,9,5213.16
206,426.9575,48,292,171091.56
32,75.5924,42,47,16629.07
186,145.4908,128,127,50764.44
1,4.0644,25,1,1140.06
18,4.4339,406,6,5661
28,18.0635,155,9,3106.71
35,41.8391,84,38,7660.8
50,59.0613,85,32,62900.16
24,22.4048,107,24,35286.96
20,66.3195,30,21,12164.04
628,593.9777,106,175,102537.75
116,106.1124,109,74,26181.94
172,156.8143,110,130,51963.6
6,5.1174,117,0,0
3,2.4186,124,2,1887
70,53.1885,132,88,30376.72
89,69.0609,129,77,15523.2
5,16.1566,31,0,0
14,22.2133,63,14,20584.06
6,36.2267,17,10,5792.4
180,522.2286,34,189,110740.77
25,59.7084,42,50,17690.5
99,112.6403,88,91,36374.52
2,6.8993,29,1,1140.06
5,6.521,77,10,9435
3,11.4237,26,-1,-345.19
39,58.2691,67,31,6249.6
0,19.1036,0,16,31450.08
48,42.1286,114,36.65,53886.09
136.25,102.6551,133,46.65,27021.55
593.3,728.631,81,227.25,133152.6
155.4,145.7975,107,85.2,30144.62
169.75,136.9257,124,121.35,48505.98
14.25,15.4338,92,3.25,3705.2
18.1,9.1302,198,16.3,15379.05
0.75,16.8399,4,31.65,10925.26
124.75,117.8813,106,82.6,16652.16
27.2,51.8746,52,61.2,120296.55
73.45,65.8059,112,59.88,88040.97
35.5,101.3317,35,104.82,60715.94
503.5,448.8145,112,325.71,190843.28
48.34,114.1825,42,58.64,20747.42
63.25,62.0396,102,88.06,35199.34
4,9.879,40,8,9120.48
7,3.6879,190,3,2830.5
171.49,96.8171,177,197.19,68068.02
9.3,22.0802,42,7.1,1431.36
2.3,14.6032,16,6.1,11990.34
78.45,71.699,109,74.88,110095.32
85.5,78.4966,109,13.82,8005.1
313.5,336.8841,93,140.71,82446.23
56.34,48.7768,116,59.64,21101.23
46.25,52.0323,89,35.06,14014.18
-2,3.4712,-58,0,0
0,1.6568,0,0,0
376.49,140.4016,268,309.19,106729.3
0.3,17.5682,2,5.1,1028.16
8.3,26.0763,32,2.1,4127.82
61.99,60.3712,103,57.54,84600.49
7.83,40.5733,19,16.07,9308.39
344.76,311.41,111,226.99,133000.26
54.72,39.6515,138,47.79,16908.58
54.57,70.4778,77,92.32,36902.15
-0.98,3.9095,-25,0,0
0,1.6931,0,6,5661
146.89,63.2971,232,164.86,56908.02
5.75,19.2784,30,13.4,2701.44
1.23,11.1784,11,11.09,21798.84
87.45,68.0977,128,63.88,93922.13
94.5,68.8135,137,91.82,53185.82
372.5,318.3826,117,273.71,160374.92
51.34,49.7619,103,44.64,15794.08
58.25,58.5169,100,54.06,21608.86
-1,14.267,-7,0,0
0,5.1146,0,1,943.5
50.49,34.3082,147,51.19,17670.28
9.3,14.4208,64,8.1,1632.96
1.3,10.7218,12,1.1,2162.19
14,44.8528,31,20,29405.8
8,72.4737,11,-5,-2896.2
206,458.2611,45,233,136521.69
16,56.2342,28,-14,-4953.34
46,56.2923,82,82,32777.04
0,3.5067,0,12,13680.72
3,5.7805,52,4,3774
23,27.5193,84,45,15533.55
2,30.4985,7,23,4636.8
0,26.8553,0,-14,-27518.82
9.67,16.5661,58,20.4,29993.92
51.2,24.5492,209,2.7,1563.94
79.66,91.8477,87,55.47,32501.56
6.38,20.9805,30,10.14,3587.63
13.63,16.9446,80,7.36,2941.94
28.8,1.4187,2030,0,0
0,0.6256,0,0,0
46.67,45.8287,102,70.91,24477.42
4.16,9.7262,43,4.12,830.59
50.36,11.4196,441,80.12,157486.28
71.74,62.4208,115,67.72,99568.04
108.45,121.8195,89,110.68,64110.28
705.22,642.7183,110,656.73,384797.82
80.92,77.1463,105,85.99,30424.12
187.56,169.0313,111,193.51,77349.81
8.1,10.9411,74,3,3420.18
42,22.0765,190,57,53779.5
60.9,55.9997,109,89.83,31008.41
66.97,61.9673,108,53.79,10844.06
9.27,35.3995,26,35.09,68973.96
36.74,58.4365,63,64.72,95157.17
191.45,192.3465,100,95.68,55421.68
688.22,603.0719,114,336.73,197300.22
97.92,93.3698,105,87.99,31131.74
90.56,67.8457,133,61.51,24586.77
0.1,7.7857,1,3,3420.18
4,6.9088,58,5,4717.5
81.9,50.3145,163,67.83,23414.23
31.97,29.795,107,34.79,7013.66
30.27,41.9348,72,1.09,2142.54
15.37,27.3589,56,30.4,44696.81
41.6,57.704,72,53.9,31221.03
258.06,251.6216,103,205.57,120449.62
12.78,24.8814,51,16.54,5852.02
19.13,32.0941,60,17.56,7019.09
-0.2,1.2372,-16,0,0
0,1.2793,0,0,0
95.77,59.4109,161,113.01,39009.91
7.96,8.3019,96,4.72,951.55
0.36,5.3537,7,0.12,235.88
9,23.6402,38,13,19113.77
15,64.1155,23,19,11005.56
126,234.2251,54,121,70897.53
1,31.4208,3,1,353.81
69,67.1674,103,53,21185.16
4,3.9264,102,2,2280.12
0,1.4028,0,0,0
2,6.8223,29,0,0
10,14.4758,69,2,403.2
0,12.3963,0,0,0
37.74,34.7963,108,35.72,52518.76
136.45,115.4079,118,134.68,78012.04
385.22,323.5517,119,327.73,192026.85
24.92,30.0004,83,27.99,9903.14
120.56,70.7918,170,57.51,22987.89
51.1,40.307,127,50,57003
12,6.6288,181,6,5661
49.9,37.8069,132,58.83,20307.52
14.97,13.3539,112,5.79,1167.26
13.27,14.5873,91,10.09,19833.21
33.4,58.9677,57,44.86,65957.21
99.52,89.7617,111,28.83,16699.49
482.36,401.8114,120,203.65,119324.66
54.34,52.7938,103,36.64,12963.6
73.24,67.5246,108,67.05,26801.22
5.08,3.0783,165,0,0
2,1.6045,125,0,0
67.5,73.9083,91,27.16,9375.36
8.32,15.7033,53,7.09,1429.34
0.34,11.3538,3,0.1,196.56
7,5.0581,138,5,7351.45
117,79.622,147,28,16218.72
1329,1238.952,107,573,335737.89
58,57,102,27,9552.87
39,31.6868,123,46,18387.12
19,9.7018,196,13,14820.78
19,1.7896,1062,8,7548
0,1.8326,0,0,0
5,11.9055,42,3,604.8
14,12.943,108,11,21621.93
3.5,7.0813,49,1,1470.28
212,159.2439,133,145.5,84279.42
1762,1499.784,117,815,477532.93
57.5,57.8386,99,10,3538.1
60.3332,60.7331,99,63.5,25382.22
1,2.2638,44,0,0
8,3.5791,224,3,2830.5
82.5,41.2337,200,54.999,18985.1
4,13.3937,30,8,1612.8
27,22.188,122,25,49140.75
15,17.1974,87,13,19113.77
35,112.7978,31,42,24328.08
1286,1173.744,110,1128,660929.04
36,36.4301,99,102,36088.62
41,26.4057,155,51,20385.72
1,3.8807,26,7,7980.42
0,1.7896,0,0,0
0,1.8326,0,0,0
4,11.1614,36,4,806.4
21,18.49,114,5,9828.15
4,2.529,158,1,1470.29
60,63.034,95,76,44022.24
457,782.496,58,634,371479.62
6,39.6988,15,7,2476.67
29,15.8434,183,36,14389.92
1,1.617,62,0,0
1,1.7896,56,0,0
0,1.8326,0,0,0
4,8.9291,45,1,201.6
0,5.547,0,0,0
4.5,7.0813,64,3,4410.86
151,129.3857,117,34.5,19983.78
1044,847.704,123,211,123631.21
65.5,49.3919,133,46,16275.26
51.3332,60.7331,85,63.5,25382.22
2,1.9404,103,0,0
8,6.2635,128,4,3774
79.5,28.4054,280,34.999,12081.3
14,16.3701,86,16,3225.6
25,23.1125,108,35,68797.05
4,11.6335,34,10,14702.9
93,119.4329,78,38,22011.12
579,978.12,59,309,181052.37
101,69.0406,146,150,53071.5
48.3336,68.6548,70,62,24782.64
16,12.9358,124,9,10260.54
8,2.6844,298,9,8491.5
13,16.4935,79,22.002,7594.87
6,12.6496,47,1,201.6
5,10.1695,49,0,0
11,20.9066,53,27,39697.81
148.5,222.8309,67,220,127432.8
2010.5,1679.106,120,1799,1054087.99
136,115.668,118,101,35734.83
114,86.9834,131,119,47566.68
0,2.32,0,0,0
2,6.6811,30,7,6604.5
15,9.1154,165,9,3106.71
18.5,57.5694,32,19,3830.4
0,12.4999,0,0,0
22,10.1161,217,10.5,15438.04
127,111.4154,114,23,13322.52
1230,1099.0512,112,321,188083.52
78,68.544,114,9.5,3361.2
93.5,73.0661,128,58,23183.76
11,7.4873,147,4,4560.24
19,7.6355,249,10,9435
30,6.1513,488,0,0
19,28.7847,66,2,403.2
5,6.9008,72,0,0
21,20.2322,104,17,24994.91
202.5,179.7023,113,161,93257.64
1337.5,1160.1096,115,1101,645108.85
176,154.224,114,104,36796.26
121,93.9421,129,73,29179.56
10,5.9055,169,2,2280.12
10,7.6355,131,7,6604.5
25,7.8838,317,13,4487.47
64.5,61.4074,105,23,4636.8
10,51.6366,19,50,98281.5
-2,6.0697,-33,3,4410.87
48,57.5047,83,35,20273.4
1015,946.4052,107,458,268355.94
38,34.272,111,7,2476.67
41,38.2727,107,42,16788.24
0,2.4255,0,0,0
40,21.952,182,51,48118.5
4,3.0604,131,5,1725.95
0,15.3518,0,0,0
11,11.9947,92,10,19656.3
6,10.1161,59,1.5,2205.43
89,147.3559,60,14,8109.36
788,1221.168,65,520,304683.59
3,55.692,5,4.5,1592.15
49.5,55.6694,89,85,33976.2
2,2.9527,68,1,1140.06
6,3.8177,157,2,1887
19,11.9685,159,50,17259.5
0,28.7847,0,1,201.6
15,5.5659,269,0,0
18,39.4528,46,13,19113.77
864,751.9851,115,340,196941.6
2536,2274.3421,112,1365,799794.45
219.66,196.35,112,32,11321.92
105.17,67.293,156,34.24,13686.41
2,5.8124,34,0,0
0,0.6358,0,0,0
1,23.9954,4,2,690.38
5,27.414,18,-1,-201.6
201,82.9133,242,52,102212.76
9,16.4387,55,9,13232.61
119,415.8035,29,174,100787.76
2521,1977.8318,127,1349,790419.57
128.68,113.05,114,25,8845.25
400.66,254.7112,157,238.52,95341.21
11,13.0657,84,3,3420.18
12,2.4639,487,21,19813.5
12,20.2163,59,9,3106.71
254,159.0013,160,95,19152
200,79.6248,251,30,58968.9
4,7.6714,52,1,1470.29
99,97.3157,102,70,40546.8
264,234.0155,113,145,84959.85
238,41.65,571,165,58378.65
71,15.3093,464,52,20785.44
13,3.2134,405,3,3420.18
3,1.0235,293,3,2830.5
0,5.4445,0,0,0
2,9.0466,22,6,1209.6
3,4.2863,70,2,3931.26
6,16.4387,36,8,11762.32
177,291.9472,61,279,161607.96
516,749.3227,69,561,328706.73
3,107.1,3,63,22290.03
16,59.3567,27,6,2398.32
0,2.8352,0,0,0
6,0.4605,1303,2,1887
0,0.1841,0,0,0
2,35.6382,6,0,0
41,75.5639,54,-16,-31450.08
31,29.5896,105,14,20584.06
279,212.3252,131,90,52131.6
2118,1878.0878,113,483,283004.19
191.66,136.85,140,75,26535.75
218.17,162.509,134,181.24,72445.25
20,8.1158,246,0,0
2,0.3873,516,0,0
-2,18.8827,-11,3,1035.57
9,43.04,21,6,1209.6
140,81.1865,172,1,1965.63
3.1324,9.8,32,2.0584,3026.43
327.2624,291.9472,112,38.7316,22434.89
808.226,808.2828,100,175.3856,102763.69
148.3196,142.8,104,50.0972,17724.89
76.7336,38.4834,199,30.2408,12087.85
16,10.9673,146,8,9120.48
12,5.0267,239,6,5661
31.7228,19.0107,167,36.8916,12734.62
10.3728,22.4012,46,8.3336,1680.05
7,20.1362,35,16,31450.08
5.1295,9.8,52,3.057,4494.67
200.262,180.4764,111,39.7305,23013.5
663.2025,598.728,111,464.358,272081.29
9.3155,75.0176,12,10.0935,3571.17
20.733,17.8459,116,15.239,6091.33
3,1.6029,187,0,0
0,0.5727,0,0,0
34.7215,14.3717,242,92.8905,32064.88
5.374,8.1459,66,-0.667,-134.47
0,5.2942,0,0,0
19.3024,13.72,141,5.6884,8363.6
200.3524,188.4386,106,111.0016,64296.56
568.586,508.9188,112,489.4756,286798.44
143.4096,77.3024,186,19.1872,6788.63
11.6336,9.2944,125,11.7808,4709.02
0,0.8436,0,5,5700.3
0,0.3102,0,3,2830.5
73.2228,29.5716,248,105.5216,36424.99
1.4628,3.9864,37,1.3336,268.85
0,21.8173,0,5,9828.15
1.6124,1.8968,85,0.7784,1144.47
163.2224,65.4669,249,110.6116,64070.66
378.066,365.2241,104,394.3456,231058.92
2.2796,5.712,40,2.0572,727.86
2.3336,1.8846,124,1.0008,400.04
0,0.0844,0,0,0
0,0.0557,0,0,0
1.7228,14.5686,12,12.6116,4353.4
-0.6672,1.1048,-60,0.3336,67.25
3,13.9726,21,0,0
16.3895,18.9677,86,16.197,23814.28
148.282,76.9679,193,97.7905,56644.17
468.2825,383.1859,122,340.378,199437.69
45.3355,38.08,119,17.1135,6054.92
8.933,9.2385,97,13.359,5339.86
0,0.5062,0,0,0
0,0.5568,0,0,0
86.7215,101.215,86,195.0305,67322.59
-0.606,5.0912,-12,-0.667,-134.47
0,3.347,0,0,0
8.1295,9.0413,90,6.057,8905.54
85.262,81.3913,105,30.7305,17800.34
418.2025,329.3004,127,369.358,216417.94
32.3155,41.888,77,29.0935,10293.56
34.733,18.003,193,22.239,8889.37
6,2.8684,209,1,1140.06
0,1.4317,0,0,0
59.7215,23.613,253,75.8905,26196.65
10.374,10.1823,102,0.333,67.13
14,24.0305,58,7,13759.41
11.6124,8.2741,140,1.7784,2614.76
0.2224,85.1513,0,5.6116,3250.46
285.066,266.76,107,238.3456,139653.84
24.2796,34.034,71,33.0572,11695.97
0.3336,8.0149,4,1.0008,400.04
0,0.0549,0,0,0
0,0.0297,0,0,0
192.7228,79.7844,214,340.6116,110098.72
-0.6672,4.5211,-15,0.3336,67.25
0,1.0589,0,0,0
13.2595,13.8633,96,5.127,7538.18
49.272,90.1829,55,18.7605,10866.84
566.2425,441.7546,128,407.368,238689.14
90.3255,52.36,173,91.1035,32233.32
7.833,19.5713,40,2.299,918.96
1,2.0611,49,0,0
0,1.1504,0,0,0
24.2215,6.5059,372,18.9605,6544.98
0.384,15.0051,3,0.333,67.13
30,30.1551,99,50,98281.5
6.1295,8.6029,71,3.057,4494.67
6.262,34.8346,18,4.7305,2740.1
481.2025,326.5142,147,200.358,117395.77
22.3155,47.124,47,30.0935,10647.37
11.733,26.7474,44,16.239,6491.05
0,1.2544,0,0,0
5,3.0335,165,5,4717.5
40.7215,18.9316,215,28.8905,9972.72
-0.626,7.5254,-8,0.333,67.13
25,22.7714,110,25,49140.75
3.1295,7.6714,41,13.057,19197.57
70.262,56.8965,123,13.7305,7953.26
296.2025,271.0282,109,204.358,119739.49
24.3155,28.798,84,21.0935,7463.08
8.733,9.3197,94,7.239,2893.57
5,1.2085,414,1,1140.06
1,0.7422,135,2,1887
26.7215,6.6614,401,18.8905,6520.82
22.374,2.8708,779,9.333,1881.53
0,6.4012,0,0,0
7.1324,8.1645,87,2.0584,3026.43
6.2624,34.8346,18,3.7316,2161.49
198.226,424.6819,47,97.3856,57061.15
8.3196,52.36,16,4.0972,1449.63
12.7336,16.3094,78,8.2408,3294.01
0,6.7063,0,0,0
0,0.4453,0,0,0
22.7228,27.4291,83,55.8916,19293.23
-0.6272,3.6255,-17,0.3336,67.25
52,22.7128,229,25,49140.75
5.1324,8.2193,62,2.0584,3026.43
127.2624,85.1513,149,121.7316,70511.81
450.226,403.3411,112,322.3856,188895.4
41.3196,47.124,88,20.0972,7110.59
6.7336,13.2339,51,5.2408,2094.85
0,2.7753,0,0,0
0,0.5641,0,0,0
44.7228,17.2229,260,20.8916,7211.58
0.3728,5.6149,7,0.3336,67.25
0,5.4984,0,3,5896.89
4.4324,10.4987,42,6.7584,9936.8
156.3624,124.5964,125,16.0316,9286.14
229.626,262.4622,87,60.4856,35440.33
20.4196,22.6702,90,10.1972,3607.87
27.7336,15.0608,184,22.8408,9129.92
0,0.4774,0,0,0
1,3.4233,29,2,1887
49.7228,31.4661,158,58.5916,20225.23
-1.5272,5.3439,-29,0.3336,67.25
-1,21.5961,-5,0,0
5.1324,11.0829,46,4.0584,5967.01
192.2624,187.8418,102,61.7316,35757.41
908.226,806.4748,113,362.3856,212332.6
58.3196,73.9823,79,57.0972,20201.56
18.7336,22.2583,84,26.2408,10488.97
0,4.2188,0,0,0
1,2.2526,44,1,943.5
19.7228,13.4629,146,45.8916,15841.33
25.3728,18.732,135,10.3336,2083.25
11,8.6923,127,5,9828.15
2.3895,4.1437,58,2.197,3230.22
64.282,72.8301,88,45.7905,26523.69
531.2825,806.4748,66,500.378,293186.49
6.3355,31.2395,20,24.1135,8531.59
51.933,55.9709,93,52.359,20928.94
2,5.6929,35,2,2280.12
0,0.7103,0,0,0
15.7215,6.9245,227,22.0305,7604.72
1.394,6.681,21,12.333,2486.33
0,6.5365,0,0,0
14.4324,24.5649,59,11.7584,17288.25
68.3624,356.3355,19,152.0316,88062.78
1293.626,1030.7606,126,747.4856,437974.24
144.4196,142.9526,101,75.1972,26605.52
69.7336,46.0873,151,42.8408,17124.32
0,2.113,0,0,0
0,0.7958,0,100,94350
67.7228,35.3441,192,53.5916,18499.28
9.4728,35.0382,27,10.3336,2083.25
5,18.5182,27,1,1965.63
11.3924,16.7878,68,7.1984,10583.72
34.2824,209.3058,16,87.7916,50852.4
472.306,1121.4294,42,1326.4056,777180.84
36.3396,74.5048,49,66.1172,23392.93
7.9336,20.3385,39,5.3608,2142.82
0,3.3765,0,1,1140.06
0,0.8978,0,0,0
26.7228,6.5384,409,22.0316,7605.1
109.3928,65.9144,166,72.3336,14582.45
0,9.8481,0,0,0
20.1295,8.7927,229,21.057,30959.89
52.262,154.9508,34,59.7305,34598.3
877.2025,744.4382,118,272.358,159582.73
58.3155,59.2505,98,42.0935,14893.09
38.733,34.4438,112,30.239,12087.13
0,7.3213,0,0,0
4,6.8333,59,14,13209
256.7215,112.4325,228,713.8905,246427.87
15.374,21.0257,73,22.333,4502.33
0,23.4067,0,0,0
12,18.8264,64,20,29405.8
226,218.5701,103,105,60820.2
2026,1740.96,116,1116,653897.88
15,95.3955,16,26,9199.06
173,173.8539,100,165,65953.8
10,9.7827,102,6,6840.36
11,10.7374,102,10,9435
-4,6.8723,-58,6,2071.14
109,155.9055,70,126,25401.6
29,22.9444,126,7,13759.41
22.45,24.3938,92,17.3,25436.02
129.05,170.7579,76,85.4,49467.1
1757.19,1488.24,118,792.48,464337.81
39.2,164.169,24,59.33,20991.55
236.05,198.2544,119,164.43,65725.96
3,8.004,37,8,9120.48
27,13.9586,193,22,20757
34,23.7406,143,16,5523.04
131.73,139.4944,94,76.66,15454.66
56.98,63.5383,90,32,62900.16
2,8.8638,23,2,2940.58
80,78.5486,102,58,33595.92
732,645.84,113,477,279488.61
2,31.059,6,1,353.81
67,79.3018,84,57,22784.04
6,6.67,90,2,2280.12
4,2.3264,172,2,1887
0,2.7073,0,5,1725.95
18,12.3083,146,0,0
3,8.8248,34,2,3931.26
22.95,12.1603,189,14.8,21760.29
